person,gloss,tense,tense_translation,tense_base,preverb,preverb_translation,preverb_base,verb,verb_base,verb_type,verb_translation,object,object_translation,object_base,subject,subject_translation,subject_base,mode,mode_translation,mode_base,conjugation
,conj_pref-prs-ati-apiVAI-NONE-2I-conj-,prs,present,-,ati,begin to,ati,apiVAI,api,VAI,sit,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,eatihapiyahk
,conj_pref-prs-ati-apiVAI-NONE-1PL-conj-,prs,present,-,ati,begin to,ati,apiVAI,api,VAI,sit,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,eatihapiyâhk
,conj_pref-prs-ati-mîcisoVAI-NONE-3PL-conj-,prs,present,-,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,eatimîcisocik
,conj_pref-prs-ati-mîcisoVAI-NONE-2PL-conj-,prs,present,-,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,eatimîcisoyek
,conj_pref-prs-ati-mîcisoVAI-NONE-2I-conj-,prs,present,-,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,eatimîcisoyahk
,conj_pref-prs-ati-mîcisoVAI-NONE-1PL-conj-,prs,present,-,ati,begin to,ati,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,eatimîcisoyâhk
,conj_pref-prs-nitawi-mîciVTI-NI3sg-3PL-conj-,prs,present,-,nitawi,good at,nitawi,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,3PL,they,wiyawâw,conj,Conjunct,-,enitawimîcicik
,conj_pref-prs-nitawi-mîciVTI-NI3sg-2PL-conj-,prs,present,-,nitawi,good at,nitawi,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,2PL,you all,kiyanâwâw,conj,Conjunct,-,enitawimîciyek
,conj_pref-prs-nitawi-mîciVTI-NI3sg-2I-conj-,prs,present,-,nitawi,good at,nitawi,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,2I,we (and you),kiyanaw,conj,Conjunct,-,enitawimîciyahk
,conj_pref-prs-nitawi-mîciVTI-NI3sg-1PL-conj-,prs,present,-,nitawi,good at,nitawi,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,1PL,we (and not you),niyanân,conj,Conjunct,-,enitawimîciyâhk
,conj_pref-prs-nitawi-atawêVAIT-NONE-3PL-conj-,prs,present,-,nitawi,good at,nitawi,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,enitawihatawêcik
,conj_pref-prs-nitawi-atawêVAIT-NONE-2PL-conj-,prs,present,-,nitawi,good at,nitawi,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,enitawihatawêyek
,conj_pref-prs-nitawi-atawêVAIT-NONE-2I-conj-,prs,present,-,nitawi,good at,nitawi,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,enitawihatawêyahk
,conj_pref-prs-nitawi-atawêVAIT-NONE-1PL-conj-,prs,present,-,nitawi,good at,nitawi,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,enitawihatawêyâhk
,conj_pref-prs-nitawi-mêtawêVAI-NONE-3PL-conj-,prs,present,-,nitawi,good at,nitawi,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,enitawimêtawêcik
,conj_pref-prs-nitawi-mêtawêVAI-NONE-2PL-conj-,prs,present,-,nitawi,good at,nitawi,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,enitawimêtawêyek
,conj_pref-prs-nitawi-mêtawêVAI-NONE-2I-conj-,prs,present,-,nitawi,good at,nitawi,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,enitawimêtawêyahk
,conj_pref-prs-nitawi-mêtawêVAI-NONE-1PL-conj-,prs,present,-,nitawi,good at,nitawi,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,enitawimêtawêyâhk
,conj_pref-prs-nitawi-wâpiVAI-NONE-3PL-conj-,prs,present,-,nitawi,good at,nitawi,wâpiVAI,wâpi,VAI,see,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,enitawiwâpicik
,conj_pref-prs-nitawi-wâpiVAI-NONE-2PL-conj-,prs,present,-,nitawi,good at,nitawi,wâpiVAI,wâpi,VAI,see,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,enitawiwâpiyek
,conj_pref-prs-nitawi-wâpiVAI-NONE-2I-conj-,prs,present,-,nitawi,good at,nitawi,wâpiVAI,wâpi,VAI,see,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,enitawiwâpiyahk
,conj_pref-prs-nitawi-wâpiVAI-NONE-1PL-conj-,prs,present,-,nitawi,good at,nitawi,wâpiVAI,wâpi,VAI,see,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,enitawiwâpiyâhk
,conj_pref-prs-nitawi-waniskaVAI-NONE-3PL-conj-,prs,present,-,nitawi,good at,nitawi,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,enitawiwaniskacik
,conj_pref-prs-nitawi-waniskaVAI-NONE-2PL-conj-,prs,present,-,nitawi,good at,nitawi,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,enitawiwaniskayek
,conj_pref-prs-nitawi-waniskaVAI-NONE-2I-conj-,prs,present,-,nitawi,good at,nitawi,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,enitawiwaniskayahk
,conj_pref-prs-nitawi-waniskaVAI-NONE-1PL-conj-,prs,present,-,nitawi,good at,nitawi,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,enitawiwaniskayâhk
,conj_pref-prs-nitawi-nipaVAI-NONE-3PL-conj-,prs,present,-,nitawi,good at,nitawi,nipaVAI,nipa,VAI,sleep,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,enitawinipacik
,conj_pref-prs-nitawi-nipaVAI-NONE-2PL-conj-,prs,present,-,nitawi,good at,nitawi,nipaVAI,nipa,VAI,sleep,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,enitawinipayek
,conj_pref-prs-nitawi-nipaVAI-NONE-2I-conj-,prs,present,-,nitawi,good at,nitawi,nipaVAI,nipa,VAI,sleep,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,enitawinipayahk
,conj_pref-prs-nitawi-nipaVAI-NONE-1PL-conj-,prs,present,-,nitawi,good at,nitawi,nipaVAI,nipa,VAI,sleep,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,enitawinipayâhk
,conj_pref-prs-nitawi-tapasiVAI-NONE-3PL-conj-,prs,present,-,nitawi,good at,nitawi,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,enitawitapasicik
,conj_pref-prs-nitawi-tapasiVAI-NONE-2PL-conj-,prs,present,-,nitawi,good at,nitawi,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,enitawitapasiyek
,conj_pref-prs-nitawi-tapasiVAI-NONE-2I-conj-,prs,present,-,nitawi,good at,nitawi,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,enitawitapasiyahk
,conj_pref-prs-nitawi-tapasiVAI-NONE-1PL-conj-,prs,present,-,nitawi,good at,nitawi,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,enitawitapasiyâhk
,conj_pref-prs-nitawi-pimipahtaVAI-NONE-3PL-conj-,prs,present,-,nitawi,good at,nitawi,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,enitawipimipahtacik
,conj_pref-prs-nitawi-pimipahtaVAI-NONE-2PL-conj-,prs,present,-,nitawi,good at,nitawi,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,enitawipimipahtayek
,conj_pref-prs-nitawi-pimipahtaVAI-NONE-2I-conj-,prs,present,-,nitawi,good at,nitawi,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,enitawipimipahtayahk
,conj_pref-prs-nitawi-pimipahtaVAI-NONE-1PL-conj-,prs,present,-,nitawi,good at,nitawi,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,enitawipimipahtayâhk
,conj_pref-prs-nitawi-nipawiVAI-NONE-3PL-conj-,prs,present,-,nitawi,good at,nitawi,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,enitawinipawicik
,conj_pref-prs-nitawi-nipawiVAI-NONE-2PL-conj-,prs,present,-,nitawi,good at,nitawi,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,enitawinipawiyek
,conj_pref-prs-nitawi-nipawiVAI-NONE-2I-conj-,prs,present,-,nitawi,good at,nitawi,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,enitawinipawiyahk
,conj_pref-prs-nitawi-nipawiVAI-NONE-1PL-conj-,prs,present,-,nitawi,good at,nitawi,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,enitawinipawiyâhk
,conj_pref-prs-nitawi-nanâskomoVAI-NONE-3PL-conj-,prs,present,-,nitawi,good at,nitawi,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,enitawinanâskomocik
,conj_pref-prs-nitawi-nanâskomoVAI-NONE-2PL-conj-,prs,present,-,nitawi,good at,nitawi,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,enitawinanâskomoyek
,conj_pref-prs-nitawi-nanâskomoVAI-NONE-2I-conj-,prs,present,-,nitawi,good at,nitawi,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,enitawinanâskomoyahk
,conj_pref-prs-nitawi-nanâskomoVAI-NONE-1PL-conj-,prs,present,-,nitawi,good at,nitawi,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,enitawinanâskomoyâhk
,conj_pref-prs-nitawi-apiVAI-NONE-3PL-conj-,prs,present,-,nitawi,good at,nitawi,apiVAI,api,VAI,sit,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,enitawihapicik
,conj_pref-prs-nitawi-apiVAI-NONE-2PL-conj-,prs,present,-,nitawi,good at,nitawi,apiVAI,api,VAI,sit,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,enitawihapiyek
,conj_pref-prs-nitawi-apiVAI-NONE-2I-conj-,prs,present,-,nitawi,good at,nitawi,apiVAI,api,VAI,sit,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,enitawihapiyahk
,conj_pref-prs-nitawi-apiVAI-NONE-1PL-conj-,prs,present,-,nitawi,good at,nitawi,apiVAI,api,VAI,sit,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,enitawihapiyâhk
,conj_pref-prs-nitawi-mîcisoVAI-NONE-3PL-conj-,prs,present,-,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,enitawimîcisocik
,conj_pref-prs-nitawi-mîcisoVAI-NONE-2PL-conj-,prs,present,-,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,enitawimîcisoyek
,conj_pref-prs-nitawi-mîcisoVAI-NONE-2I-conj-,prs,present,-,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,enitawimîcisoyahk
,conj_pref-prs-nitawi-mîcisoVAI-NONE-1PL-conj-,prs,present,-,nitawi,good at,nitawi,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,enitawimîcisoyâhk
,conj_pref-prs-pe-mîciVTI-NI3sg-3PL-conj-,prs,present,-,pe,come and,pê,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,3PL,they,wiyawâw,conj,Conjunct,-,epemîcicik
,conj_pref-prs-pe-mîciVTI-NI3sg-2PL-conj-,prs,present,-,pe,come and,pê,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,2PL,you all,kiyanâwâw,conj,Conjunct,-,epemîciyek
,conj_pref-prs-pe-mîciVTI-NI3sg-2I-conj-,prs,present,-,pe,come and,pê,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,2I,we (and you),kiyanaw,conj,Conjunct,-,epemîciyahk
,conj_pref-prs-pe-mîciVTI-NI3sg-1PL-conj-,prs,present,-,pe,come and,pê,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,1PL,we (and not you),niyanân,conj,Conjunct,-,epemîciyâhk
,conj_pref-prs-pe-atawêVAIT-NONE-3PL-conj-,prs,present,-,pe,come and,pê,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,epeatawêcik
,conj_pref-prs-pe-atawêVAIT-NONE-2PL-conj-,prs,present,-,pe,come and,pê,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,epeatawêyek
,conj_pref-prs-pe-atawêVAIT-NONE-2I-conj-,prs,present,-,pe,come and,pê,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,epeatawêyahk
,conj_pref-prs-pe-atawêVAIT-NONE-1PL-conj-,prs,present,-,pe,come and,pê,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,epeatawêyâhk
,conj_pref-prs-pe-mêtawêVAI-NONE-3PL-conj-,prs,present,-,pe,come and,pê,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,epemêtawêcik
,conj_pref-prs-pe-mêtawêVAI-NONE-2PL-conj-,prs,present,-,pe,come and,pê,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,epemêtawêyek
,conj_pref-prs-pe-mêtawêVAI-NONE-2I-conj-,prs,present,-,pe,come and,pê,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,epemêtawêyahk
,conj_pref-prs-pe-mêtawêVAI-NONE-1PL-conj-,prs,present,-,pe,come and,pê,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,epemêtawêyâhk
,conj_pref-prs-pe-wâpiVAI-NONE-3PL-conj-,prs,present,-,pe,come and,pê,wâpiVAI,wâpi,VAI,see,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,epewâpicik
,conj_pref-prs-pe-wâpiVAI-NONE-2PL-conj-,prs,present,-,pe,come and,pê,wâpiVAI,wâpi,VAI,see,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,epewâpiyek
,conj_pref-prs-pe-wâpiVAI-NONE-2I-conj-,prs,present,-,pe,come and,pê,wâpiVAI,wâpi,VAI,see,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,epewâpiyahk
,conj_pref-prs-pe-wâpiVAI-NONE-1PL-conj-,prs,present,-,pe,come and,pê,wâpiVAI,wâpi,VAI,see,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,epewâpiyâhk
,conj_pref-prs-pe-waniskaVAI-NONE-3PL-conj-,prs,present,-,pe,come and,pê,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,epewaniskacik
,conj_pref-prs-pe-waniskaVAI-NONE-2PL-conj-,prs,present,-,pe,come and,pê,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,epewaniskayek
,conj_pref-prs-pe-waniskaVAI-NONE-2I-conj-,prs,present,-,pe,come and,pê,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,epewaniskayahk
,conj_pref-prs-pe-waniskaVAI-NONE-1PL-conj-,prs,present,-,pe,come and,pê,waniskaVAI,waniska,VAI,wake up,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,epewaniskayâhk
,conj_pref-prs-pe-nipaVAI-NONE-3PL-conj-,prs,present,-,pe,come and,pê,nipaVAI,nipa,VAI,sleep,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,epenipacik
,conj_pref-prs-pe-nipaVAI-NONE-2PL-conj-,prs,present,-,pe,come and,pê,nipaVAI,nipa,VAI,sleep,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,epenipayek
,conj_pref-prs-pe-nipaVAI-NONE-2I-conj-,prs,present,-,pe,come and,pê,nipaVAI,nipa,VAI,sleep,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,epenipayahk
,conj_pref-prs-pe-nipaVAI-NONE-1PL-conj-,prs,present,-,pe,come and,pê,nipaVAI,nipa,VAI,sleep,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,epenipayâhk
,conj_pref-prs-pe-tapasiVAI-NONE-3PL-conj-,prs,present,-,pe,come and,pê,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,epetapasicik
,conj_pref-prs-pe-tapasiVAI-NONE-2PL-conj-,prs,present,-,pe,come and,pê,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,epetapasiyek
,conj_pref-prs-pe-tapasiVAI-NONE-2I-conj-,prs,present,-,pe,come and,pê,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,epetapasiyahk
,conj_pref-prs-pe-tapasiVAI-NONE-1PL-conj-,prs,present,-,pe,come and,pê,tapasiVAI,tapasi,VAI,run away,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,epetapasiyâhk
,conj_pref-prs-pe-pimipahtaVAI-NONE-3PL-conj-,prs,present,-,pe,come and,pê,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,epepimipahtacik
,conj_pref-prs-pe-pimipahtaVAI-NONE-2PL-conj-,prs,present,-,pe,come and,pê,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,epepimipahtayek
,conj_pref-prs-pe-pimipahtaVAI-NONE-2I-conj-,prs,present,-,pe,come and,pê,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,epepimipahtayahk
,conj_pref-prs-pe-pimipahtaVAI-NONE-1PL-conj-,prs,present,-,pe,come and,pê,pimipahtaVAI,pimipahta,VAI,run,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,epepimipahtayâhk
,conj_pref-prs-pe-nipawiVAI-NONE-3PL-conj-,prs,present,-,pe,come and,pê,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,epenipawicik
,conj_pref-prs-pe-nipawiVAI-NONE-2PL-conj-,prs,present,-,pe,come and,pê,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,epenipawiyek
,conj_pref-prs-pe-nipawiVAI-NONE-2I-conj-,prs,present,-,pe,come and,pê,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,epenipawiyahk
,conj_pref-prs-pe-nipawiVAI-NONE-1PL-conj-,prs,present,-,pe,come and,pê,nipawiVAI,nipawi,VAI,stand,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,epenipawiyâhk
,conj_pref-prs-pe-nanâskomoVAI-NONE-3PL-conj-,prs,present,-,pe,come and,pê,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,epenanâskomocik
,conj_pref-prs-pe-nanâskomoVAI-NONE-2PL-conj-,prs,present,-,pe,come and,pê,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,epenanâskomoyek
,conj_pref-prs-pe-nanâskomoVAI-NONE-2I-conj-,prs,present,-,pe,come and,pê,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,epenanâskomoyahk
,conj_pref-prs-pe-nanâskomoVAI-NONE-1PL-conj-,prs,present,-,pe,come and,pê,nanâskomoVAI,nanâskomo,VAI,be grateful,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,epenanâskomoyâhk
,conj_pref-prs-pe-apiVAI-NONE-3PL-conj-,prs,present,-,pe,come and,pê,apiVAI,api,VAI,sit,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,epeapicik
,conj_pref-prs-pe-apiVAI-NONE-2PL-conj-,prs,present,-,pe,come and,pê,apiVAI,api,VAI,sit,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,epeapiyek
,conj_pref-prs-pe-apiVAI-NONE-2I-conj-,prs,present,-,pe,come and,pê,apiVAI,api,VAI,sit,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,epeapiyahk
,conj_pref-prs-pe-apiVAI-NONE-1PL-conj-,prs,present,-,pe,come and,pê,apiVAI,api,VAI,sit,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,epeapiyâhk
,conj_pref-prs-pe-mîcisoVAI-NONE-3PL-conj-,prs,present,-,pe,come and,pê,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,epemîcisocik
,conj_pref-prs-pe-mîcisoVAI-NONE-2PL-conj-,prs,present,-,pe,come and,pê,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,epemîcisoyek
,conj_pref-prs-pe-mîcisoVAI-NONE-2I-conj-,prs,present,-,pe,come and,pê,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,epemîcisoyahk
,conj_pref-prs-pe-mîcisoVAI-NONE-1PL-conj-,prs,present,-,pe,come and,pê,mîcisoVAI,mîciso,VAI,eat,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,epemîcisoyâhk
,conj_pref-prs-NONE-mîciVTI-NI3sg-3PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,3PL,they,wiyawâw,conj,Conjunct,-,emîcicik
,conj_pref-prs-NONE-mîciVTI-NI3sg-2PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,2PL,you all,kiyanâwâw,conj,Conjunct,-,emîciyek
,conj_pref-prs-NONE-mîciVTI-NI3sg-2I-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,2I,we (and you),kiyanaw,conj,Conjunct,-,emîciyahk
,conj_pref-prs-NONE-mîciVTI-NI3sg-1PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,mîciVTI,mîci,VTI,eat it,NI3sg,It (inanimate),ôma,1PL,we (and not you),niyanân,conj,Conjunct,-,emîciyâhk
,conj_pref-prs-NONE-atawêVAIT-NONE-3PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,eatawêcik
,conj_pref-prs-NONE-atawêVAIT-NONE-2PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,eatawêyek
,conj_pref-prs-NONE-atawêVAIT-NONE-2I-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,eatawêyahk
,conj_pref-prs-NONE-atawêVAIT-NONE-1PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,atawêVAIT,atawê,VAIT,buy something,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,eatawêyâhk
,conj_pref-prs-NONE-mêtawêVAI-NONE-3PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,emêtawêcik
,conj_pref-prs-NONE-mêtawêVAI-NONE-2PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,emêtawêyek
,conj_pref-prs-NONE-mêtawêVAI-NONE-2I-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,emêtawêyahk
,conj_pref-prs-NONE-mêtawêVAI-NONE-1PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,mêtawêVAI,mêtawê,VAI,play,NONE,No object,-,1PL,we (and not you),niyanân,conj,Conjunct,-,emêtawêyâhk
,conj_pref-prs-NONE-wâpiVAI-NONE-3PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,wâpiVAI,wâpi,VAI,see,NONE,No object,-,3PL,they,wiyawâw,conj,Conjunct,-,ewâpicik
,conj_pref-prs-NONE-wâpiVAI-NONE-2PL-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,wâpiVAI,wâpi,VAI,see,NONE,No object,-,2PL,you all,kiyanâwâw,conj,Conjunct,-,ewâpiyek
,conj_pref-prs-NONE-wâpiVAI-NONE-2I-conj-,prs,present,-,NONE,no preverb,mahkikway preverb,wâpiVAI,wâpi,VAI,see,NONE,No object,-,2I,we (and you),kiyanaw,conj,Conjunct,-,ewâpiyahk
